sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,content
364,897,15,679,495,408,178,583,isopropyl
367,895,15,678,496,408,173,578,isopropyl
364,895,13,677,497,409,174,581,isopropyl
364,896,14,678,496,408,174,580,isopropyl
365,896,14,677,495,410,173,582,isopropyl
362,892,14,679,496,403,176,582,isopropyl
364,893,14,674,507,408,180,582,isopropyl
362,895,14,676,497,408,176,582,isopropyl
366,921,14,678,497,407,175,582,isopropyl
364,895,13,678,499,408,170,583,isopropyl
366,894,14,677,493,411,195,584,isopropyl
368,895,26,678,496,408,175,583,isopropyl
365,897,13,679,494,408,175,585,isopropyl
365,895,15,674,496,407,176,582,isopropyl
366,895,13,677,503,405,174,579,isopropyl
365,897,13,680,498,409,173,580,isopropyl
365,898,15,677,492,409,175,581,isopropyl
367,896,27,678,498,408,172,581,isopropyl
366,896,14,679,496,410,175,580,isopropyl
367,898,13,679,497,411,175,576,isopropyl
366,895,16,680,497,410,176,586,isopropyl
365,896,15,678,495,408,178,581,isopropyl
364,894,15,679,490,408,164,582,isopropyl
365,896,14,676,497,413,174,583,isopropyl
366,893,15,680,496,406,175,581,isopropyl
366,904,15,675,497,409,172,585,isopropyl
364,912,13,678,497,408,180,581,isopropyl
368,896,9,676,495,410,180,583,isopropyl
363,903,15,675,496,409,175,582,isopropyl
365,893,14,678,497,412,178,582,isopropyl
368,895,12,676,494,408,176,582,isopropyl
365,896,12,678,495,409,175,585,isopropyl
365,887,14,681,499,411,175,586,isopropyl
361,896,9,680,498,409,172,582,isopropyl
372,899,14,677,496,405,176,581,isopropyl
366,896,17,678,504,408,173,581,isopropyl
365,900,13,679,496,413,175,583,isopropyl
365,895,14,678,496,408,179,582,isopropyl
363,897,16,679,500,408,177,583,isopropyl
366,897,16,679,498,408,176,581,isopropyl
366,895,13,679,497,399,177,582,isopropyl
366,897,14,678,497,408,174,582,isopropyl
369,907,15,678,497,409,178,580,isopropyl
361,892,14,679,498,410,169,582,isopropyl
364,895,14,673,502,426,174,581,isopropyl
366,894,14,678,507,409,176,582,isopropyl
366,894,9,677,491,409,158,583,isopropyl
368,896,15,674,492,414,179,584,isopropyl
367,896,14,684,495,408,177,570,isopropyl
368,899,14,674,495,408,175,583,isopropyl
370,899,14,681,496,410,177,583,isopropyl
366,897,14,679,498,408,177,583,isopropyl
366,895,13,678,499,408,175,583,isopropyl
368,894,28,679,497,411,176,582,isopropyl
363,896,14,680,498,408,177,581,isopropyl
368,900,14,683,501,405,175,582,isopropyl
367,900,14,680,495,408,177,582,isopropyl
369,897,13,678,500,423,175,583,isopropyl
367,897,13,677,494,408,176,581,isopropyl
364,899,14,679,498,409,177,579,isopropyl
384,896,14,679,503,409,181,577,isopropyl
363,895,12,678,497,408,177,581,isopropyl
363,894,12,681,498,407,176,580,isopropyl
367,895,17,681,497,408,177,581,isopropyl
366,905,14,679,499,408,177,577,isopropyl
363,897,14,682,499,409,176,580,isopropyl
366,898,15,679,500,409,177,578,isopropyl
367,895,9,677,498,409,176,582,isopropyl
363,889,26,678,496,408,173,584,isopropyl
365,895,16,677,500,409,175,582,isopropyl
367,892,13,675,496,409,177,586,isopropyl
366,893,16,671,508,409,177,583,isopropyl
367,893,14,677,509,405,180,582,isopropyl
364,893,13,683,500,409,180,588,isopropyl
367,895,16,677,497,408,178,587,isopropyl
365,899,10,676,492,408,178,582,isopropyl
367,896,5,675,494,410,176,582,isopropyl
368,893,14,677,496,408,176,582,isopropyl
365,898,12,677,496,409,177,590,isopropyl
364,897,13,677,515,408,177,581,isopropyl
366,893,14,677,497,411,180,582,isopropyl
362,898,14,684,497,406,178,582,isopropyl
368,898,16,679,496,406,177,580,isopropyl
353,891,14,697,487,408,177,581,isopropyl
372,894,16,676,502,408,177,582,isopropyl
364,897,17,680,502,407,176,580,isopropyl
366,894,12,677,497,409,192,581,isopropyl
366,896,15,678,498,405,178,581,isopropyl
366,896,13,679,501,408,180,580,isopropyl
365,893,14,679,491,409,175,582,isopropyl
364,896,17,676,494,407,177,581,isopropyl
364,892,11,678,497,421,178,578,isopropyl
370,895,5,678,494,408,187,580,isopropyl
367,894,13,677,496,430,179,582,isopropyl
369,897,14,677,499,408,177,582,isopropyl
363,895,14,680,496,405,178,584,isopropyl
362,898,13,679,497,407,178,580,isopropyl
363,887,14,679,498,410,177,581,isopropyl
365,897,14,676,496,408,176,582,isopropyl
367,894,13,681,495,421,178,583,isopropyl
365,896,17,680,497,410,164,582,isopropyl
374,894,13,679,501,409,178,582,isopropyl
380,895,12,680,498,409,183,581,isopropyl
365,886,15,677,498,409,180,582,isopropyl
369,893,13,678,498,409,184,582,isopropyl
366,893,13,678,497,407,179,582,isopropyl
368,894,13,679,496,420,177,580,isopropyl
356,895,14,680,497,408,177,582,isopropyl
366,896,13,681,498,409,193,581,isopropyl
362,899,14,678,496,407,178,581,isopropyl
372,899,18,679,497,407,181,591,isopropyl
367,896,13,667,496,427,178,580,isopropyl
366,899,15,679,496,410,178,586,isopropyl
367,897,16,679,498,408,176,576,isopropyl
368,895,16,679,497,408,178,581,isopropyl
365,896,15,678,497,405,178,580,isopropyl
365,892,14,689,498,413,183,613,isopropyl
378,895,14,679,518,404,187,576,isopropyl
367,894,14,676,512,408,178,582,isopropyl
377,896,14,679,497,408,178,584,isopropyl
365,894,14,684,496,408,183,586,isopropyl
367,895,15,679,496,409,178,581,isopropyl
365,895,7,678,496,415,175,581,isopropyl
368,893,14,680,508,408,194,608,isopropyl
367,892,16,678,501,403,178,579,isopropyl
366,896,13,680,497,409,179,579,isopropyl
371,894,27,678,500,409,176,586,isopropyl
366,894,16,680,497,409,187,579,isopropyl
367,889,14,676,498,410,178,582,isopropyl
378,896,12,676,497,408,178,577,isopropyl
366,893,13,679,500,408,180,577,isopropyl
373,896,15,677,497,404,179,583,isopropyl
366,895,9,677,492,407,178,580,isopropyl
370,897,9,677,498,407,179,576,isopropyl
372,894,12,680,496,408,171,577,isopropyl
366,896,14,677,499,412,180,580,isopropyl
370,899,24,680,497,409,180,578,isopropyl
365,894,14,678,497,412,179,579,isopropyl
368,893,11,678,490,412,179,580,isopropyl
366,890,15,676,496,408,178,581,isopropyl
368,892,14,680,487,408,181,583,isopropyl
365,894,14,678,492,408,179,580,isopropyl
366,893,14,677,497,406,178,584,isopropyl
366,893,14,680,495,409,178,580,isopropyl
366,895,13,678,497,408,179,581,isopropyl
364,894,8,678,497,412,179,584,isopropyl
367,902,14,679,495,412,179,580,isopropyl
366,893,13,676,496,408,192,591,isopropyl
367,892,13,676,496,408,182,582,isopropyl
378,894,13,689,490,413,181,580,isopropyl
367,921,14,677,496,409,180,581,isopropyl
367,909,14,679,496,408,179,578,isopropyl
368,892,13,677,498,408,179,579,isopropyl
367,893,14,678,499,409,179,578,isopropyl
365,894,16,681,494,409,180,582,isopropyl
366,883,14,675,501,408,177,580,isopropyl
367,894,12,676,494,412,179,580,isopropyl
368,894,14,677,495,409,180,578,isopropyl
368,897,14,678,487,408,178,578,isopropyl
362,895,14,677,495,408,182,579,isopropyl
368,889,13,678,495,408,182,579,isopropyl
364,893,18,679,500,410,180,578,isopropyl
367,894,14,678,496,409,180,583,isopropyl
367,890,21,671,497,409,179,586,isopropyl
384,897,14,675,496,407,179,579,isopropyl
368,893,14,676,497,408,180,583,isopropyl
366,899,16,677,498,407,178,577,isopropyl
366,892,14,685,496,414,179,576,isopropyl
366,897,24,679,497,408,179,577,isopropyl
368,893,16,677,496,407,179,571,isopropyl
364,895,13,677,496,408,179,582,isopropyl
367,890,14,688,500,413,180,577,isopropyl
360,895,14,675,493,409,200,578,isopropyl
367,896,16,676,496,407,179,580,isopropyl
368,893,15,676,497,409,181,579,isopropyl
367,893,14,678,496,406,180,579,isopropyl
365,893,14,677,492,412,180,580,isopropyl
369,893,14,669,498,408,181,579,isopropyl
366,899,10,677,497,406,180,582,isopropyl
368,894,12,676,496,407,179,582,isopropyl
367,890,14,676,489,409,178,578,isopropyl
369,898,27,673,499,408,180,577,isopropyl
365,894,29,677,495,407,179,582,isopropyl
367,894,15,678,497,410,173,572,isopropyl
367,893,14,678,515,408,180,580,isopropyl
362,894,14,673,497,408,180,579,isopropyl
367,884,13,668,497,409,179,582,isopropyl
367,896,13,677,495,408,180,581,isopropyl
368,896,15,672,496,408,181,579,isopropyl
374,894,11,680,497,409,181,587,isopropyl
368,894,13,678,492,409,181,577,isopropyl
367,891,12,677,494,408,181,580,isopropyl
367,894,14,671,496,409,181,579,isopropyl
368,893,8,677,496,408,186,574,isopropyl
366,891,14,677,495,407,180,577,isopropyl
369,895,14,679,496,407,182,578,isopropyl
367,893,13,678,497,409,162,577,isopropyl
368,893,11,688,498,413,180,577,isopropyl
367,893,14,678,505,409,175,595,isopropyl
367,894,12,676,497,408,181,579,isopropyl
369,897,15,679,500,407,181,579,isopropyl
370,894,14,676,496,408,192,573,isopropyl
366,892,15,674,495,409,181,578,isopropyl
368,894,14,672,509,408,181,583,isopropyl
367,890,14,678,496,409,192,579,isopropyl
366,893,14,675,498,406,181,570,isopropyl
366,893,13,676,500,408,192,584,isopropyl
365,893,14,669,495,408,181,577,isopropyl
366,894,11,677,492,408,187,580,isopropyl
369,896,13,675,495,409,180,581,isopropyl
367,895,14,678,497,410,181,580,isopropyl
368,895,14,679,497,408,181,581,isopropyl
365,893,14,680,497,412,181,585,isopropyl
367,895,10,679,498,411,180,578,isopropyl
368,907,15,678,497,410,188,578,isopropyl
369,912,13,679,497,409,181,580,isopropyl
369,890,14,676,499,408,181,606,isopropyl
368,895,14,678,496,407,182,582,isopropyl
366,896,12,676,495,410,182,578,isopropyl
369,893,14,683,496,410,181,582,isopropyl
367,893,13,678,507,410,181,578,isopropyl
370,918,14,677,494,405,175,584,isopropyl
366,894,14,677,496,410,172,580,isopropyl
369,893,16,678,500,408,180,580,isopropyl
370,894,14,675,496,408,180,589,isopropyl
370,903,13,678,507,408,181,580,isopropyl
368,899,15,679,500,409,181,577,isopropyl
372,893,13,679,497,408,182,578,isopropyl
370,915,14,668,497,409,181,573,isopropyl
368,897,14,680,496,409,188,578,isopropyl
369,893,14,678,505,410,183,580,isopropyl
370,894,14,677,496,411,182,581,isopropyl
371,897,14,679,496,415,182,580,isopropyl
366,898,14,678,501,410,180,580,isopropyl
370,891,14,678,496,412,170,581,isopropyl
368,885,13,680,496,409,184,578,isopropyl
368,895,13,679,499,411,182,580,isopropyl
368,894,14,678,500,410,180,580,isopropyl
359,895,9,676,498,410,182,581,isopropyl
368,897,14,678,490,409,183,582,isopropyl
370,896,13,677,497,408,183,582,isopropyl
372,896,15,678,508,409,182,582,isopropyl
370,896,14,688,497,409,182,581,isopropyl
370,898,14,680,499,408,182,582,isopropyl
373,895,15,677,491,409,183,574,isopropyl
370,897,12,679,497,414,183,583,isopropyl
372,900,15,690,498,412,184,602,isopropyl
366,898,14,677,500,408,184,577,isopropyl
376,900,14,679,511,410,181,580,isopropyl
373,897,14,677,498,410,190,581,isopropyl
370,904,13,680,497,410,185,579,isopropyl
371,896,13,697,498,409,184,581,isopropyl
369,895,14,680,497,411,185,581,isopropyl
370,905,14,679,497,411,184,581,isopropyl
370,898,14,679,498,423,183,581,isopropyl
371,895,14,675,496,414,187,581,isopropyl
369,898,12,675,495,409,183,576,isopropyl
368,901,14,679,496,407,182,580,isopropyl
367,896,14,678,502,413,184,581,isopropyl
369,898,14,679,496,410,184,577,isopropyl
366,899,31,691,507,411,186,581,isopropyl
368,896,14,678,493,410,183,580,isopropyl
378,913,14,678,498,409,182,582,isopropyl
372,895,15,679,502,410,184,585,isopropyl
371,897,15,678,497,410,183,578,isopropyl
370,896,12,681,497,409,182,577,isopropyl
370,895,14,678,499,409,182,589,isopropyl
370,908,15,680,498,414,183,583,isopropyl
371,894,12,678,495,407,182,585,isopropyl
369,894,15,674,499,413,183,581,isopropyl
369,894,14,677,499,408,184,584,isopropyl
369,893,13,668,496,410,185,581,isopropyl
369,897,15,678,501,414,185,576,isopropyl
368,897,41,675,496,432,184,582,isopropyl
372,899,14,678,495,411,186,581,isopropyl
370,893,14,678,496,411,183,578,isopropyl
372,897,15,680,498,408,185,582,isopropyl
369,891,16,679,499,407,185,581,isopropyl
371,894,14,679,497,410,185,575,isopropyl
370,894,13,678,496,409,211,582,isopropyl
370,897,13,678,498,410,186,580,isopropyl
372,897,14,676,494,410,185,581,isopropyl
372,893,12,703,498,411,184,581,isopropyl
368,892,14,681,495,409,183,577,isopropyl
368,897,13,678,499,410,200,579,isopropyl
370,891,40,678,498,410,171,572,isopropyl
370,890,14,678,502,405,185,581,isopropyl
370,894,12,676,497,409,184,581,isopropyl
374,894,10,677,496,409,189,580,isopropyl
369,893,14,676,497,409,180,581,isopropyl
370,895,14,682,497,409,175,580,isopropyl
371,898,14,677,497,409,180,592,isopropyl
369,898,14,676,497,412,195,578,isopropyl
368,897,13,680,509,409,178,579,isopropyl
372,893,11,679,501,405,174,581,isopropyl
370,896,8,681,498,409,185,576,isopropyl
368,894,14,678,494,409,186,580,isopropyl
373,891,15,680,500,408,186,580,isopropyl
370,897,13,678,498,408,185,585,isopropyl
373,897,12,677,496,407,183,580,isopropyl
373,902,14,679,494,409,187,580,isopropyl
365,898,15,676,496,407,191,579,isopropyl
368,898,19,680,499,406,184,580,isopropyl
369,894,12,683,497,409,178,581,isopropyl
370,891,13,679,497,411,190,579,isopropyl
368,893,14,669,498,410,186,578,isopropyl
368,893,14,674,496,414,180,581,isopropyl
368,896,13,677,519,407,188,588,isopropyl
371,890,20,681,496,408,186,584,isopropyl
370,891,14,678,497,433,175,582,isopropyl
368,895,48,671,496,416,185,580,isopropyl
367,908,14,679,497,409,187,579,isopropyl
371,894,14,679,497,408,185,580,isopropyl
369,894,13,680,499,408,186,593,isopropyl
370,890,14,679,498,409,185,579,isopropyl
369,896,14,669,497,410,201,582,isopropyl
370,891,10,676,497,409,185,579,isopropyl
371,907,15,679,498,419,203,574,isopropyl
369,893,14,680,497,409,185,581,isopropyl
371,894,14,678,496,404,185,578,isopropyl
370,896,13,679,498,409,186,603,isopropyl
371,894,7,680,497,411,186,575,isopropyl
371,893,14,672,500,409,183,580,isopropyl
368,890,23,678,501,409,185,579,isopropyl
370,893,13,677,497,399,205,581,isopropyl
371,893,14,675,499,407,183,581,isopropyl
369,897,14,677,498,404,184,579,isopropyl
370,897,14,679,501,406,186,578,isopropyl
369,893,14,681,496,409,182,585,isopropyl
370,891,14,679,497,408,185,578,isopropyl
369,892,15,679,498,409,186,588,isopropyl
374,896,14,679,497,410,187,583,isopropyl
370,891,14,667,496,408,184,578,isopropyl
370,893,14,679,492,409,185,580,isopropyl
371,896,13,670,501,407,181,579,isopropyl
371,896,14,678,498,413,186,580,isopropyl
372,897,13,685,494,409,190,577,isopropyl
375,890,13,690,496,410,193,578,isopropyl
367,891,14,677,498,408,185,594,isopropyl
368,893,14,677,498,411,186,580,isopropyl
368,893,13,677,493,410,185,579,isopropyl
371,923,13,682,496,408,192,578,isopropyl
371,893,15,680,496,408,185,566,isopropyl
368,895,13,678,497,408,189,578,isopropyl
372,895,14,679,496,409,185,581,isopropyl
369,904,13,679,497,406,191,577,isopropyl
370,893,13,677,489,404,187,580,isopropyl
371,894,12,673,495,410,186,582,isopropyl
370,895,14,679,496,408,187,579,isopropyl
369,898,13,677,498,408,185,578,isopropyl
371,896,13,678,497,416,185,578,isopropyl
371,892,12,680,497,411,183,577,isopropyl
369,893,12,679,497,412,186,598,isopropyl
367,892,17,679,498,410,184,579,isopropyl
371,913,12,679,498,413,185,577,isopropyl
372,888,12,679,496,410,187,579,isopropyl
370,896,14,678,496,407,186,578,isopropyl
372,895,14,678,497,409,187,579,isopropyl
374,901,13,678,498,408,180,580,isopropyl
370,891,14,677,496,409,185,584,isopropyl
369,896,14,678,497,410,186,578,isopropyl
374,897,14,681,497,407,187,578,isopropyl
371,892,14,678,496,408,185,572,isopropyl
371,897,5,679,498,408,186,577,isopropyl
375,892,14,690,501,411,186,579,isopropyl
373,896,13,678,498,409,186,581,isopropyl
371,896,4,677,500,409,187,568,isopropyl
375,899,15,678,497,408,185,581,isopropyl
374,893,14,680,498,410,186,582,isopropyl
377,898,22,679,498,407,185,580,isopropyl
370,897,14,680,496,408,183,580,isopropyl
373,900,17,682,497,410,185,577,isopropyl
374,896,13,680,499,433,188,580,isopropyl
368,895,15,681,501,411,181,583,isopropyl
371,893,13,679,497,414,188,577,isopropyl
371,889,21,677,497,409,188,581,isopropyl
367,891,16,677,499,408,203,582,isopropyl
371,895,13,680,497,408,188,580,isopropyl
369,894,14,679,514,409,181,581,isopropyl
372,895,15,680,496,409,187,579,isopropyl
373,892,13,678,497,413,186,579,isopropyl
369,892,15,680,499,410,189,581,isopropyl
368,897,9,679,498,405,187,591,isopropyl
366,920,24,683,491,416,188,578,isopropyl
373,894,14,678,499,412,188,578,isopropyl
373,892,13,679,498,405,186,576,isopropyl
374,895,14,677,496,410,182,575,isopropyl
370,898,13,679,497,410,183,585,isopropyl
371,898,21,680,497,409,187,582,isopropyl
372,898,14,680,509,410,186,578,isopropyl
371,896,14,678,498,407,186,577,isopropyl
372,893,13,681,497,410,188,579,isopropyl
371,895,17,680,498,411,188,580,isopropyl
360,897,12,679,499,410,203,581,isopropyl
370,896,14,677,498,409,188,579,isopropyl
372,894,48,681,497,413,187,582,isopropyl
372,894,14,677,497,404,191,579,isopropyl
370,890,14,677,500,409,197,579,isopropyl
372,894,22,680,495,405,187,578,isopropyl
374,893,13,681,498,410,190,576,isopropyl
373,891,20,679,498,411,198,578,isopropyl
369,897,13,678,498,407,187,579,isopropyl
373,896,15,679,510,407,188,579,isopropyl
374,900,13,688,495,410,187,578,isopropyl
367,897,12,680,498,409,188,579,isopropyl
371,900,13,679,500,410,187,580,isopropyl
371,896,13,678,499,413,187,579,isopropyl
373,890,13,680,494,409,189,582,isopropyl
365,893,14,677,510,410,187,598,isopropyl
371,899,12,679,498,420,185,579,isopropyl
375,897,12,673,504,410,190,583,isopropyl
368,903,14,680,501,415,189,580,isopropyl
366,894,5,702,498,420,188,578,isopropyl
373,896,14,681,496,412,188,578,isopropyl
373,893,13,679,501,411,211,609,isopropyl
377,897,13,675,497,410,188,578,isopropyl
371,898,13,674,491,410,191,577,isopropyl
371,894,14,679,496,410,188,582,isopropyl
373,896,14,678,494,407,187,578,isopropyl
367,891,14,679,497,421,189,582,isopropyl
371,893,13,677,497,409,189,578,isopropyl
373,896,13,674,497,409,187,584,isopropyl
372,897,14,681,501,409,187,579,isopropyl
373,898,14,678,496,409,187,583,isopropyl
379,920,12,677,498,414,187,574,isopropyl
373,899,14,679,496,408,204,577,isopropyl
371,897,13,680,496,410,200,579,isopropyl
372,895,14,678,495,409,188,585,isopropyl
371,896,14,677,496,408,185,573,isopropyl
373,895,14,682,496,411,189,578,isopropyl
371,895,13,679,496,406,194,577,isopropyl
370,919,14,679,499,405,188,577,isopropyl
371,895,20,677,500,431,189,578,isopropyl
371,891,35,677,497,410,193,576,isopropyl
377,889,14,672,499,410,186,579,isopropyl
373,895,15,678,500,409,187,577,isopropyl
369,910,13,680,499,410,187,575,isopropyl
369,894,12,675,497,410,189,576,isopropyl
370,894,17,676,498,410,189,581,isopropyl
372,891,13,676,491,410,188,589,isopropyl
369,895,14,678,494,408,202,580,isopropyl
373,897,14,680,496,411,187,578,isopropyl
373,895,13,678,500,408,189,578,isopropyl
379,890,14,677,498,410,187,577,isopropyl
370,893,14,678,496,409,188,577,isopropyl
372,892,13,680,495,411,206,582,isopropyl
372,888,13,676,496,409,188,582,isopropyl
381,897,15,674,496,407,188,577,isopropyl
368,899,13,679,497,409,189,573,isopropyl
372,890,4,678,488,415,189,577,isopropyl
369,894,14,679,497,415,192,581,isopropyl
371,893,14,675,494,412,194,579,isopropyl
372,896,13,678,496,408,188,578,isopropyl
371,897,13,679,503,410,186,574,isopropyl
370,894,13,679,498,408,190,576,isopropyl
372,898,11,680,498,408,188,581,isopropyl
373,894,14,679,497,409,193,576,isopropyl
370,894,53,677,498,407,188,578,isopropyl
372,894,14,677,497,411,188,578,isopropyl
372,896,14,676,496,409,193,577,isopropyl
373,890,13,679,499,409,188,577,isopropyl
373,894,12,680,498,410,188,612,isopropyl
369,891,13,677,498,425,186,596,isopropyl
364,895,6,679,495,408,184,581,isopropyl
371,894,15,679,511,410,191,576,isopropyl
371,897,13,671,495,411,188,587,isopropyl
370,889,13,678,499,411,186,578,isopropyl
371,889,14,677,493,412,193,576,isopropyl
367,892,14,694,496,410,189,580,isopropyl
372,891,12,677,497,412,189,578,isopropyl
372,896,14,678,496,407,190,576,isopropyl
371,892,14,678,516,434,188,577,isopropyl
370,890,22,679,499,415,188,581,isopropyl
